pos/glassflip0.jpg 1 0 0 50 50
pos/glassflip1.jpg 1 0 0 50 50
pos/glassflip2.jpg 1 0 0 50 50
pos/glassflip3.jpg 1 0 0 50 50
pos/glassflip4.jpg 1 0 0 50 50
pos/glassflip5.jpg 1 0 0 50 50
pos/glassflip6.jpg 1 0 0 50 50
pos/glassflip7.jpg 1 0 0 50 50
pos/glassflip8.jpg 1 0 0 50 50
pos/glasshoriz0.jpg 1 0 0 50 50
pos/glasshoriz1.jpg 1 0 0 50 50
pos/glasshoriz2.jpg 1 0 0 50 50
pos/glasshoriz3.jpg 1 0 0 50 50
pos/glasshoriz4.jpg 1 0 0 50 50
pos/glasshoriz5.jpg 1 0 0 50 50
pos/glasshoriz6.jpg 1 0 0 50 50
pos/glasshoriz7.jpg 1 0 0 50 50
pos/glasshoriz8.jpg 1 0 0 50 50
pos/glasshorizo0.jpg 1 0 0 50 50
pos/glasshorizo1.jpg 1 0 0 50 50
pos/glasshorizo2.jpg 1 0 0 50 50
pos/glasshorizo3.jpg 1 0 0 50 50
pos/glasshorizo4.jpg 1 0 0 50 50
pos/glasshorizo5.jpg 1 0 0 50 50
pos/glasshorizo6.jpg 1 0 0 50 50
pos/glasshorizo7.jpg 1 0 0 50 50
pos/glasshorizo8.jpg 1 0 0 50 50
pos/glasshorizon0.jpg 1 0 0 50 50
pos/glasshorizon1.jpg 1 0 0 50 50
pos/glasshorizon2.jpg 1 0 0 50 50
pos/glasshorizon3.jpg 1 0 0 50 50
pos/glasshorizon4.jpg 1 0 0 50 50
pos/glasshorizon5.jpg 1 0 0 50 50
pos/glasshorizon6.jpg 1 0 0 50 50
pos/glasshorizon7.jpg 1 0 0 50 50
pos/glasshorizon8.jpg 1 0 0 50 50
pos/glasshorizont0.jpg 1 0 0 50 50
pos/glasshorizont1.jpg 1 0 0 50 50
pos/glasshorizont2.jpg 1 0 0 50 50
pos/glasshorizont3.jpg 1 0 0 50 50
pos/glasshorizont4.jpg 1 0 0 50 50
pos/glasshorizont5.jpg 1 0 0 50 50
pos/glasshorizont6.jpg 1 0 0 50 50
pos/glasshorizont7.jpg 1 0 0 50 50
pos/glasshorizont8.jpg 1 0 0 50 50
pos/glassrot0.jpg 1 0 0 50 50
pos/glassrot1.jpg 1 0 0 50 50
pos/glassrot2.jpg 1 0 0 50 50
pos/glassrot3.jpg 1 0 0 50 50
pos/glassrot4.jpg 1 0 0 50 50
pos/glassrot5.jpg 1 0 0 50 50
pos/glassrot6.jpg 1 0 0 50 50
pos/glassrot7.jpg 1 0 0 50 50
pos/glassrot8.jpg 1 0 0 50 50
pos/glassrota0.jpg 1 0 0 50 50
pos/glassrota1.jpg 1 0 0 50 50
pos/glassrota2.jpg 1 0 0 50 50
pos/glassrota3.jpg 1 0 0 50 50
pos/glassrota4.jpg 1 0 0 50 50
pos/glassrota5.jpg 1 0 0 50 50
pos/glassrota6.jpg 1 0 0 50 50
pos/glassrota7.jpg 1 0 0 50 50
pos/glassrota8.jpg 1 0 0 50 50
pos/glassrotat0.jpg 1 0 0 50 50
pos/glassrotat1.jpg 1 0 0 50 50
pos/glassrotat2.jpg 1 0 0 50 50
pos/glassrotat3.jpg 1 0 0 50 50
pos/glassrotat4.jpg 1 0 0 50 50
pos/glassrotat5.jpg 1 0 0 50 50
pos/glassrotat6.jpg 1 0 0 50 50
pos/glassrotat7.jpg 1 0 0 50 50
pos/glassrotat8.jpg 1 0 0 50 50
pos/glassrotati0.jpg 1 0 0 50 50
pos/glassrotati1.jpg 1 0 0 50 50
pos/glassrotati2.jpg 1 0 0 50 50
pos/glassrotati3.jpg 1 0 0 50 50
pos/glassrotati4.jpg 1 0 0 50 50
pos/glassrotati5.jpg 1 0 0 50 50
pos/glassrotati6.jpg 1 0 0 50 50
pos/glassrotati7.jpg 1 0 0 50 50
pos/glassrotati8.jpg 1 0 0 50 50
pos/glassrotatio0.jpg 1 0 0 50 50
pos/glassrotatio1.jpg 1 0 0 50 50
pos/glassrotatio2.jpg 1 0 0 50 50
pos/glassrotatio3.jpg 1 0 0 50 50
pos/glassrotatio4.jpg 1 0 0 50 50
pos/glassrotatio5.jpg 1 0 0 50 50
pos/glassrotatio6.jpg 1 0 0 50 50
pos/glassrotatio7.jpg 1 0 0 50 50
pos/glassrotatio8.jpg 1 0 0 50 50
pos/glassrotation0.jpg 1 0 0 50 50
pos/glassrotation1.jpg 1 0 0 50 50
pos/glassrotation2.jpg 1 0 0 50 50
pos/glassrotation3.jpg 1 0 0 50 50
pos/glassrotation4.jpg 1 0 0 50 50
pos/glassrotation5.jpg 1 0 0 50 50
pos/glassrotation6.jpg 1 0 0 50 50
pos/glassrotation7.jpg 1 0 0 50 50
pos/glassrotation8.jpg 1 0 0 50 50
pos/glassvert0.jpg 1 0 0 50 50
pos/glassvert1.jpg 1 0 0 50 50
pos/glassvert2.jpg 1 0 0 50 50
pos/glassvert3.jpg 1 0 0 50 50
pos/glassvert4.jpg 1 0 0 50 50
